epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5245901346206665,0.5339784026145935,0.0003000000142492354,0.7583500146865845,0.5588865280151367,0.5326530337333679,0.5809524059295654,0.5872222185134888,0.8672045469284058,0.585106372833252,0.9166666865348816
1,0.6196721196174622,0.6601536273956299,0.0003000000142492354,0.6660128831863403,0.6448979377746582,0.6448979377746582,0.5523809790611267,0.8922221660614014,0.7615624666213989,0.8421052694320679,0.2666666805744171
2,0.7103825211524963,0.7714790105819702,0.0003000000142492354,0.5863754749298096,0.7419354915618896,0.704081654548645,0.48571428656578064,0.9281481504440308,0.7067780494689941,0.800000011920929,0.13333334028720856
3,0.8251366019248962,0.8881056904792786,0.0003000000142492354,0.441593736410141,0.8451882600784302,0.8244897723197937,0.523809552192688,0.9238888621330261,0.6989113092422485,0.8571428656578064,0.20000000298023224
4,0.9103825092315674,0.9573085308074951,0.0003000000142492354,0.28773796558380127,0.926778256893158,0.9040816426277161,0.5714285969734192,0.9175925850868225,0.762423574924469,0.9411764740943909,0.2666666805744171
5,0.9322404265403748,0.9767899513244629,0.0003000000142492354,0.206008642911911,0.9331983923912048,0.940816342830658,0.5333333611488342,0.90666663646698,1.023998737335205,0.9230769276618958,0.20000000298023224
6,0.916939914226532,0.9722713232040405,0.0003000000142492354,0.2156645506620407,0.9276859760284424,0.9163265228271484,0.761904776096344,0.936296284198761,0.5224722623825073,0.9268292784690857,0.6333333253860474
7,0.9595628380775452,0.9897022843360901,0.0003000000142492354,0.13312660157680511,0.9613034725189209,0.9632652997970581,0.6190476417541504,0.8931481838226318,1.3436049222946167,1.0,0.3333333432674408
8,0.9431694149971008,0.9828091263771057,0.0003000000142492354,0.16697080433368683,0.9506173133850098,0.9428571462631226,0.800000011920929,0.9442592263221741,0.8426705598831177,1.0,0.6499999761581421
9,0.9683060050010681,0.9888114929199219,0.0003000000142492354,0.11724958568811417,0.9694501161575317,0.9714285731315613,0.8952381014823914,0.9700000286102295,0.3376510739326477,0.9622641801834106,0.8500000238418579
10,0.9442622661590576,0.9795510172843933,0.0003000000142492354,0.1713392436504364,0.9416499137878418,0.9551020264625549,0.800000011920929,0.9314815402030945,0.5398468971252441,0.8545454740524292,0.7833333611488342
11,0.9759562611579895,0.9971741437911987,0.0003000000142492354,0.0804438516497612,0.9736841917037964,0.981632649898529,0.8380952477455139,0.9140741229057312,0.6458113193511963,0.9215686321258545,0.7833333611488342
12,0.980327844619751,0.9972413182258606,0.0003000000142492354,0.06897404044866562,0.9796748161315918,0.9836734533309937,0.8761904835700989,0.9564815163612366,0.5601205825805664,1.0,0.7833333611488342
13,0.9770491719245911,0.9940431118011475,0.0003000000142492354,0.08010722696781158,0.9775967597961426,0.9795918464660645,0.9523809552192688,0.9564815163612366,0.3242011070251465,1.0,0.9166666865348816
14,0.9770491719245911,0.9984753131866455,0.0003000000142492354,0.05640488117933273,0.9795501232147217,0.9775510430335999,0.9523809552192688,0.95462965965271,0.3133687674999237,1.0,0.9166666865348816
15,0.9792349934577942,0.9954477548599243,0.0003000000142492354,0.07020691782236099,0.9815950989723206,0.9795918464660645,0.9142857193946838,0.9583333730697632,0.4321247637271881,1.0,0.8500000238418579
16,0.9836065769195557,0.9985210299491882,0.0003000000142492354,0.045852553099393845,0.987679660320282,0.981632649898529,0.9523809552192688,0.9564815163612366,0.340033620595932,1.0,0.9166666865348816
17,0.991256833076477,0.9990828633308411,0.0003000000142492354,0.03618337959051132,0.993852436542511,0.9897959232330322,0.9523809552192688,0.9583333730697632,0.3416816294193268,1.0,0.9166666865348816
18,0.9956284165382385,0.99965900182724,0.0003000000142492354,0.022694213315844536,0.9979507923126221,0.9938775300979614,0.9523809552192688,0.9564815163612366,0.3499082922935486,1.0,0.9166666865348816
19,0.9901639223098755,0.9993588924407959,0.0003000000142492354,0.03265023231506348,0.9938398599624634,0.9877551198005676,0.7904762029647827,0.8916666507720947,1.327849268913269,1.0,0.6333333253860474
20,0.9704918265342712,0.9947970509529114,0.0003000000142492354,0.08772391080856323,0.977319598197937,0.9673469662666321,0.9523809552192688,0.9583333730697632,0.34654736518859863,1.0,0.9166666865348816
21,0.9792349934577942,0.9976975321769714,0.0003000000142492354,0.057699911296367645,0.9796333909034729,0.981632649898529,0.9142857193946838,0.9583333730697632,0.5002015829086304,1.0,0.8500000238418579
22,0.9934425950050354,0.999781608581543,0.0001500000071246177,0.028371546417474747,0.9979423880577087,0.9897959232330322,0.9523809552192688,0.9583333730697632,0.38644587993621826,1.0,0.9166666865348816
23,0.9989070892333984,1.0000001192092896,0.0001500000071246177,0.016480350866913795,0.9979633688926697,1.0,0.9523809552192688,0.9583333730697632,0.39592838287353516,1.0,0.9166666865348816
24,1.0,1.0,0.0001500000071246177,0.009946522302925587,1.0,1.0,0.9523809552192688,0.9583333730697632,0.40707334876060486,1.0,0.9166666865348816
25,0.9967213273048401,0.9999711513519287,0.0001500000071246177,0.01474907249212265,0.993914783000946,1.0,0.9523809552192688,0.9583333730697632,0.4205804467201233,1.0,0.9166666865348816
26,0.9956284165382385,0.999733567237854,0.0001500000071246177,0.018216963857412338,0.9959183931350708,0.9959183931350708,0.9523809552192688,0.9583333730697632,0.4288371801376343,1.0,0.9166666865348816
27,0.9967213273048401,0.9997718930244446,0.0001500000071246177,0.016620038077235222,0.993914783000946,1.0,0.9523809552192688,0.9583333730697632,0.4488005042076111,1.0,0.9166666865348816
28,0.9978141784667969,0.9999808669090271,0.0001500000071246177,0.011255115270614624,1.0,0.9959183931350708,0.9523809552192688,0.9583333730697632,0.4499618411064148,1.0,0.9166666865348816
29,0.9978141784667969,0.9999904632568359,7.500000356230885e-05,0.008655940182507038,0.9979591965675354,0.9979591965675354,0.9523809552192688,0.9583333730697632,0.44359880685806274,1.0,0.9166666865348816
