epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5315315127372742,0.5479220747947693,0.0003000000142492354,0.7225354909896851,0.5335570573806763,0.5678571462631226,0.5714285969734192,0.5175926089286804,0.9793766736984253,0.5714285969734192,1.0
1,0.6504504680633545,0.7013052105903625,0.0003000000142492354,0.6343969106674194,0.6482758522033691,0.6714285612106323,0.5714285969734192,0.5648148059844971,0.8048981428146362,0.5714285969734192,1.0
2,0.7351351380348206,0.824181854724884,0.0003000000142492354,0.5288992524147034,0.7649402618408203,0.6857143044471741,0.5714285969734192,0.696481466293335,0.7187003493309021,0.5714285969734192,1.0
3,0.8468468189239502,0.9125194549560547,0.0003000000142492354,0.3952019512653351,0.8327645063400269,0.8714285492897034,0.6571428775787354,0.9437037110328674,0.5321528315544128,0.625,1.0
4,0.8792792558670044,0.9522597789764404,0.0003000000142492354,0.276562362909317,0.846905529499054,0.9285714030265808,0.9523809552192688,0.9985184669494629,0.2570900619029999,0.9230769276618958,1.0
5,0.9207206964492798,0.97031170129776,0.0003000000142492354,0.20866741240024567,0.8831169009208679,0.9714285731315613,0.9904761910438538,0.9999999403953552,0.13874420523643494,0.9836065769195557,1.0
6,0.9117116928100586,0.9739348888397217,0.0003000000142492354,0.19620470702648163,0.8837209343910217,0.949999988079071,0.9904761910438538,0.9996296167373657,0.10438896715641022,1.0,0.9833333492279053
7,0.9117116928100586,0.9798895120620728,0.0003000000142492354,0.1701865792274475,0.8969072103500366,0.9321428537368774,0.9428571462631226,0.9996296167373657,0.1065845862030983,1.0,0.8999999761581421
8,0.9099099040031433,0.97624671459198,0.0003000000142492354,0.18347153067588806,0.8938356041908264,0.9321428537368774,0.8952381014823914,0.9944444894790649,0.18963822722434998,0.9803921580314636,0.8333333134651184
9,0.9099099040031433,0.9804935455322266,0.0003000000142492354,0.164389967918396,0.8885135054588318,0.9392856955528259,0.9047619104385376,0.9996296167373657,0.2919556498527527,1.0,0.8333333134651184
10,0.9135135412216187,0.9812662601470947,0.0003000000142492354,0.1580207794904709,0.9055944085121155,0.925000011920929,0.9047619104385376,0.9974074363708496,0.34126266837120056,1.0,0.8333333134651184
11,0.8864864706993103,0.9775843620300293,0.0003000000142492354,0.1679040640592575,0.8703071475028992,0.9107142686843872,0.9047619104385376,0.9916666746139526,0.3878553807735443,1.0,0.8333333134651184
12,0.9207206964492798,0.9864610433578491,0.0003000000142492354,0.13897210359573364,0.9125874042510986,0.9321428537368774,0.9047619104385376,0.9666666984558105,0.3799964487552643,1.0,0.8333333134651184
13,0.9117116928100586,0.9829739928245544,0.0003000000142492354,0.15774668753147125,0.8811880946159363,0.9535714387893677,0.9047619104385376,0.9583333730697632,0.5109174251556396,1.0,0.8333333134651184
14,0.9261261224746704,0.9856752753257751,0.0001500000071246177,0.1377735584974289,0.9106529355049133,0.9464285969734192,0.9523809552192688,0.9564815163612366,0.3295105993747711,1.0,0.9166666865348816
15,0.9333333373069763,0.9882921576499939,0.0001500000071246177,0.1286478191614151,0.9293286204338074,0.9392856955528259,0.9523809552192688,0.9564815163612366,0.35688087344169617,1.0,0.9166666865348816
16,0.954954981803894,0.9930908679962158,0.0001500000071246177,0.10926330834627151,0.9442508816719055,0.9678571224212646,0.9428571462631226,0.9564815163612366,0.3761579096317291,0.9821428656578064,0.9166666865348816
17,0.9603603482246399,0.9941427707672119,0.0001500000071246177,0.10160417854785919,0.9448275566101074,0.9785714149475098,0.9523809552192688,0.9583333730697632,0.3939845561981201,1.0,0.9166666865348816
18,0.9693693518638611,0.9967272281646729,0.0001500000071246177,0.07544562965631485,0.9646643400192261,0.9750000238418579,0.9523809552192688,0.9574074149131775,0.4214758276939392,1.0,0.9166666865348816
19,0.9729729890823364,0.997805118560791,0.0001500000071246177,0.06279837340116501,0.9749103784561157,0.9714285731315613,0.9523809552192688,0.9574074149131775,0.440292090177536,1.0,0.9166666865348816
20,0.9837837815284729,0.9994999766349792,0.0001500000071246177,0.04287203028798103,0.9721254110336304,0.9964285492897034,0.9428571462631226,0.95462965965271,0.4999151825904846,0.9821428656578064,0.9166666865348816
21,0.9891892075538635,0.9974804520606995,7.500000356230885e-05,0.04922519624233246,0.9858155846595764,0.9928571581840515,0.9523809552192688,0.9574074149131775,0.520322322845459,1.0,0.9166666865348816
22,0.9927927851676941,0.9996493458747864,7.500000356230885e-05,0.03311287239193916,0.9928571581840515,0.9928571581840515,0.9523809552192688,0.9583333730697632,0.5369662046432495,1.0,0.9166666865348816
23,0.9909909963607788,0.999584436416626,7.500000356230885e-05,0.029137251898646355,0.9858657121658325,0.9964285492897034,0.9047619104385376,0.9583333730697632,0.5989281535148621,1.0,0.8333333134651184
24,0.9981982111930847,1.0,7.500000356230885e-05,0.01249699853360653,1.0,0.9964285492897034,0.9047619104385376,0.9583333730697632,0.615574836730957,1.0,0.8333333134651184
25,0.9981982111930847,0.999987006187439,7.500000356230885e-05,0.011000650003552437,0.9964413046836853,1.0,0.9523809552192688,0.9583333730697632,0.5888611078262329,1.0,0.9166666865348816
