epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
30,1.0,0.9999999403953552,0.006262941285967827,7.5e-05,1.0,1.0,0.9523809552192688,0.9583333730697632,0.3991096019744873,1.0,0.9166666865348816
31,1.0,1.0,0.005222500301897526,7.5e-05,1.0,1.0,0.9523809552192688,0.9583333730697632,0.4035983383655548,1.0,0.9166666865348816
32,0.9989070892333984,0.999995231628418,0.006244693882763386,3.75e-05,1.0,0.9979591965675354,0.9523809552192688,0.9583333730697632,0.4048992395401001,1.0,0.9166666865348816
33,0.9978141784667969,0.9999904036521912,0.007206580135971308,3.75e-05,1.0,0.9959183931350708,0.9523809552192688,0.9583333730697632,0.4059607982635498,1.0,0.9166666865348816
34,0.9978141784667969,0.999954342842102,0.00951542891561985,3.75e-05,0.9979591965675354,0.9979591965675354,0.9523809552192688,0.9583333730697632,0.4089711010456085,1.0,0.9166666865348816
35,0.9989070892333984,0.9999999403953552,0.004866642411798239,3.75e-05,0.9979633688926697,1.0,0.9523809552192688,0.9583333730697632,0.410900741815567,1.0,0.9166666865348816
36,0.9989070892333984,1.0,0.00763212563470006,3.75e-05,1.0,0.9979591965675354,0.9523809552192688,0.9583333730697632,0.412972629070282,1.0,0.9166666865348816
37,0.9978141784667969,0.999995231628418,0.006412582937628031,3.75e-05,0.9979591965675354,0.9979591965675354,0.9523809552192688,0.9583333730697632,0.41590675711631775,1.0,0.9166666865348816
38,0.9978141784667969,0.9988715052604675,0.010810727253556252,3.75e-05,0.9979591965675354,0.9979591965675354,0.9523809552192688,0.9583333730697632,0.4181826412677765,1.0,0.9166666865348816
39,0.9978141784667969,0.9999951720237732,0.004555684048682451,1.875e-05,0.9979591965675354,0.9979591965675354,0.9523809552192688,0.9583333730697632,0.4185256361961365,1.0,0.9166666865348816
