epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5014285445213318,0.47369861602783203,0.0003000000142492354,0.7982684969902039,0.5142857432365417,0.2542372941970825,0.5733333230018616,0.3686409890651703,0.8284004330635071,0.0,0.0
1,0.6600000262260437,0.7127501964569092,0.0003000000142492354,0.6288695931434631,0.7101449370384216,0.5536723136901855,0.8733333349227905,0.9661155343055725,0.5847092866897583,1.0,0.703125
2,0.7757142782211304,0.8794373273849487,0.0003000000142492354,0.4938177168369293,0.8167202472686768,0.7175140976905823,0.8133333325386047,1.0,0.5138272643089294,0.695652186870575,1.0
3,0.8285714387893677,0.91716468334198,0.0003000000142492354,0.41471046209335327,0.8611111044883728,0.7881355881690979,0.7933333516120911,1.0,0.4411105215549469,0.6736842393875122,1.0
4,0.8842856884002686,0.9554145932197571,0.0003000000142492354,0.3238373398780823,0.900293231010437,0.8672316670417786,0.9266666769981384,1.0,0.3043873608112335,0.8533333539962769,1.0
5,0.9285714030265808,0.9818098545074463,0.0003000000142492354,0.23137496411800385,0.9470587968826294,0.909604549407959,0.9933333396911621,1.0,0.17322133481502533,0.9846153855323792,1.0
6,0.9528571367263794,0.986802339553833,0.0003000000142492354,0.1783493608236313,0.9521126747131348,0.9548022747039795,1.0,1.0,0.08355972170829773,1.0,1.0
7,0.9485714435577393,0.9885087609291077,0.0003000000142492354,0.1544933021068573,0.9491525292396545,0.9491525292396545,1.0,1.0,0.044631388038396835,1.0,1.0
8,0.9628571271896362,0.9945707321166992,0.0003000000142492354,0.11488885432481766,0.9767441749572754,0.9491525292396545,1.0,1.0,0.02347497269511223,1.0,1.0
9,0.9700000286102295,0.9952647089958191,0.0003000000142492354,0.09923211485147476,0.9798271059989929,0.9604519605636597,1.0,1.0,0.013967728242278099,1.0,1.0
10,0.9871428608894348,0.9985834360122681,0.0003000000142492354,0.05924892798066139,0.9886685609817505,0.9858757257461548,1.0,1.0,0.007816202007234097,1.0,1.0
11,0.9828571677207947,0.9988855719566345,0.0003000000142492354,0.06221432238817215,0.9830508232116699,0.9830508232116699,1.0,1.0,0.005474491976201534,1.0,1.0
12,0.9842857122421265,0.9982120990753174,0.0003000000142492354,0.058917608112096786,0.9858356714248657,0.9830508232116699,1.0,1.0,0.004053954500705004,1.0,1.0
13,0.9842857122421265,0.9991999268531799,0.0003000000142492354,0.0479559525847435,0.9886040091514587,0.9802259802818298,1.0,1.0,0.003208462381735444,1.0,1.0
14,0.9900000095367432,0.9991346597671509,0.0003000000142492354,0.042079683393239975,0.994301974773407,0.9858757257461548,1.0,1.0,0.0026589608751237392,1.0,1.0
15,0.9800000190734863,0.997162938117981,0.0003000000142492354,0.062007587403059006,0.9829545617103577,0.9774011373519897,1.0,1.0,0.002302418230101466,1.0,1.0
16,0.9842857122421265,0.9988284111022949,0.0003000000142492354,0.04932025447487831,0.9886040091514587,0.9802259802818298,1.0,1.0,0.0018121636239811778,1.0,1.0
17,0.9857142567634583,0.9959750175476074,0.0003000000142492354,0.05852628871798515,0.9804469347000122,0.991525411605835,1.0,1.0,0.0016723162261769176,1.0,1.0
18,0.9900000095367432,0.9998366832733154,0.0003000000142492354,0.031754013150930405,0.9971346855163574,0.9830508232116699,1.0,1.0,0.0014633340761065483,1.0,1.0
19,0.9900000095367432,0.9990732669830322,0.0003000000142492354,0.04005725309252739,0.9915013909339905,0.9887005686759949,1.0,1.0,0.0011355632450431585,1.0,1.0
20,0.9885714054107666,0.9995265007019043,0.0003000000142492354,0.03374369069933891,0.9887005686759949,0.9887005686759949,1.0,1.0,0.0009416345856152475,1.0,1.0
21,0.9928571581840515,0.9998652338981628,0.0003000000142492354,0.023475876078009605,0.9887955188751221,0.9971751570701599,1.0,1.0,0.0006547165103256702,1.0,1.0
22,0.9900000095367432,0.999636709690094,0.0003000000142492354,0.02626006305217743,0.9915013909339905,0.9887005686759949,1.0,1.0,0.0005586988991126418,1.0,1.0
